Site Description,Histology,Histology Description,Histology/Behavior,Histology/Behavior Description,,,,,
SCROTUM,800,NEOPLASM,8001/3,"Tumor cells, malignant",,,,,
SCROTUM,800,NEOPLASM,8002/3,"Malignant tumor, small cell type",,,,,
SCROTUM,800,NEOPLASM,8003/3,"Malignant tumor, giant cell type",,,,,
SCROTUM,800,NEOPLASM,8004/3,"Malignant tumor, spindle cell type",,,,,
SCROTUM,800,NEOPLASM,8005/3,"Malignant tumor, clear cell type",,,,,
SCROTUM,801,"CARCINOMA, NOS",8010/2,"Carcinoma in situ, NOS",,,,,
SCROTUM,801,"CARCINOMA, NOS",8010/3,"Carcinoma, NOS",,,,,
SCROTUM,801,"CARCINOMA, NOS",8011/3,"Epithelioma, malignant",,,,,
SCROTUM,801,"CARCINOMA, NOS",8012/3,"Large cell carcinoma, NOS",,,,,
SCROTUM,801,"CARCINOMA, NOS",8013/3,Large cell neuroendocrine carcinoma,,,,,
SCROTUM,801,"CARCINOMA, NOS",8014/3,Large cell carcinoma with rhabdoid phenotype,,,,,
SCROTUM,801,"CARCINOMA, NOS",8015/3,Glassy cell carcinoma,,,,,
SCROTUM,802,"CARCINOMA, UNDIFF., NOS",8020/3,"Carcinoma, undifferentiated type, NOS",,,,,
SCROTUM,802,"CARCINOMA, UNDIFF., NOS",8021/3,"Carcinoma, anaplastic type, NOS",,,,,
SCROTUM,802,"CARCINOMA, UNDIFF., NOS",8022/3,Pleomorphic carcinoma,,,,,
SCROTUM,805,"PAPILLARY CARCINOMA, NOS",8050/2,Papillary carcinoma in situ,,,,,
SCROTUM,805,"PAPILLARY CARCINOMA, NOS",8050/3,"Papillary carcinoma, NOS",,,,,
SCROTUM,805,"PAPILLARY CARCINOMA, NOS",8051/3,"Verrucous carcinoma, NOS",,,,,
SCROTUM,805,"PAPILLARY CARCINOMA, NOS",8052/2,"Papillary squamous cell carcinoma, non-invasive",,,,,
SCROTUM,805,"PAPILLARY CARCINOMA, NOS",8052/3,Papillary squamous cell carcinoma,,,,,
SCROTUM,807,"SQUAMOUS CELL CARCINOMA, NOS",8070/2,"Squamous cell carcinoma in situ, NOS",,,,,
SCROTUM,807,"SQUAMOUS CELL CARCINOMA, NOS",8070/3,"Squamous cell carcinoma, NOS",,,,,
SCROTUM,807,"SQUAMOUS CELL CARCINOMA, NOS",8071/3,"Sq. cell carcinoma, keratinizing, NOS",,,,,
SCROTUM,807,"SQUAMOUS CELL CARCINOMA, NOS",8072/3,"Sq. cell carcinoma, lg. cell, non-ker.",,,,,
SCROTUM,807,"SQUAMOUS CELL CARCINOMA, NOS",8073/3,"Sq. cell carcinoma, sm. cell, non-ker.",,,,,
SCROTUM,807,"SQUAMOUS CELL CARCINOMA, NOS",8074/3,"Sq. cell carcinoma, spindle cell",,,,,
SCROTUM,807,"SQUAMOUS CELL CARCINOMA, NOS",8075/3,"Squamous cell carcinoma, adenoid",,,,,
SCROTUM,807,"SQUAMOUS CELL CARCINOMA, NOS",8076/2,Sq. cell carc. in situ with question. stromal invas.,,,,,
SCROTUM,807,"SQUAMOUS CELL CARCINOMA, NOS",8076/3,"Sq. cell carcinoma, micro-invasive",,,,,
SCROTUM,807,"SQUAMOUS CELL CARCINOMA, NOS",8078/3,Squamous cell carcinoma with horn formation,,,,,
SCROTUM,808,LYMPHOEPITHELIAL CARCINOMA,8080/2,Queyrat erythroplasia,,,,,
SCROTUM,808,LYMPHOEPITHELIAL CARCINOMA,8081/2,Bowen disease,,,,,
SCROTUM,808,LYMPHOEPITHELIAL CARCINOMA,8082/3,Lymphoepithelial carcinoma,,,,,
SCROTUM,808,LYMPHOEPITHELIAL CARCINOMA,8083/3,Basaloid squamous cell carcinoma,,,,,
SCROTUM,808,LYMPHOEPITHELIAL CARCINOMA,8084/3,"Squamous cell carcinoma, clear cell type",,,,,
SCROTUM,809,"BASAL CELL CARCINOMA, NOS",8090/3,"Basal cell carcinoma, NOS",,,,,
SCROTUM,809,"BASAL CELL CARCINOMA, NOS",8091/3,Multifocal superficial basal cell carcinoma,,,,,
SCROTUM,809,"BASAL CELL CARCINOMA, NOS",8092/3,"Infiltrating basal cell carcinoma, NOS",,,,,
SCROTUM,809,"BASAL CELL CARCINOMA, NOS",8093/3,"Basal cell carcinoma, fibroepithelial",,,,,
SCROTUM,809,"BASAL CELL CARCINOMA, NOS",8094/3,Basosquamous carcinoma,,,,,
SCROTUM,809,"BASAL CELL CARCINOMA, NOS",8095/3,Metatypical carcinoma,,,,,
SCROTUM,809,"BASAL CELL CARCINOMA, NOS",8097/3,"Basal cell carcinoma, nodular",,,,,
SCROTUM,809,"BASAL CELL CARCINOMA, NOS",8098/3,Adenoid basal cell carcinoma,,,,,
SCROTUM,810,TRICHILEMMOCARCINOMA,8102/3,Trichilemmocarcinoma,,,,,
SCROTUM,811,PILOMATRIX CARCINOMA,8110/3,Pilomatrix carcinoma,,,,,
SCROTUM,812,"TRANSITIONAL CELL CARCINOMA, NOS",8120/2,Transitional cell carcinoma in situ,,,,,
SCROTUM,812,"TRANSITIONAL CELL CARCINOMA, NOS",8120/3,"Transitional cell carcinoma, NOS",,,,,
SCROTUM,812,"TRANSITIONAL CELL CARCINOMA, NOS",8121/3,Schneiderian carcinoma,,,,,
SCROTUM,812,"TRANSITIONAL CELL CARCINOMA, NOS",8122/3,"Trans. cell carcinoma, spindle cell",,,,,
SCROTUM,812,"TRANSITIONAL CELL CARCINOMA, NOS",8123/3,Basaloid carcinoma,,,,,
SCROTUM,812,"TRANSITIONAL CELL CARCINOMA, NOS",8124/3,Cloacogenic carcinoma,,,,,
SCROTUM,814,"ADENOCARCINOMA, NOS",8140/2,Adenocarcinoma in situ,,,,,
SCROTUM,814,"ADENOCARCINOMA, NOS",8140/3,"Adenocarcinoma, NOS",,,,,
SCROTUM,814,"ADENOCARCINOMA, NOS",8141/3,Scirrhous adenocarcinoma,,,,,
SCROTUM,814,"ADENOCARCINOMA, NOS",8143/3,Superficial spreading adenocarcinoma,,,,,
SCROTUM,814,"ADENOCARCINOMA, NOS",8147/3,Basal cell adenocarcinoma,,,,,
SCROTUM,825,BRONCHIOLO-ALVEOLAR ADENOCA.,8255/3,Adenocarcinoma with mixed subtypes,,,,,
SCROTUM,826,"PAPILLARY ADENOCARCINOMA, NOS",8260/3,"Papillary adenocarcinoma, NOS",,,,,
SCROTUM,826,"PAPILLARY ADENOCARCINOMA, NOS",8261/2,Adenocarcinoma in situ in villous adenoma,,,,,
SCROTUM,826,"PAPILLARY ADENOCARCINOMA, NOS",8261/3,Adenocarcinoma in villous adenoma,,,,,
SCROTUM,826,"PAPILLARY ADENOCARCINOMA, NOS",8262/3,Villous adenocarcinoma,,,,,
SCROTUM,826,"PAPILLARY ADENOCARCINOMA, NOS",8263/2,Adenocarcinoma in situ in tubulovillous adenoma,,,,,
SCROTUM,826,"PAPILLARY ADENOCARCINOMA, NOS",8263/3,Adenocarcinoma in tubulovillous adenoma,,,,,
SCROTUM,839,SKIN APPENDAGE CARCINOMA,8390/3,Skin appendage carcinoma,,,,,
SCROTUM,840,SWEAT GLAND ADENOCARCINOMA,8400/3,Sweat gland adenocarcinoma,,,,,
SCROTUM,840,SWEAT GLAND ADENOCARCINOMA,8401/3,Apocrine adenocarcinoma,,,,,
SCROTUM,841,SEBACEOUS/ECCRINE ADENOCA.,8410/3,Sebaceous adenocarcinoma,,,,,
SCROTUM,841,SEBACEOUS/ECCRINE ADENOCA.,8413/3,Eccrine adenocarcinoma,,,,,
SCROTUM,854,"PAGET DISEASE, EXTRAMAMMARY",8542/3,"Paget disease, extramammary",,,,,
SCROTUM,857,ADENOCA. WITH METAPLASIA,8570/3,Adenocarcinoma with squamous metaplasia,,,,,
SCROTUM,857,ADENOCA. WITH METAPLASIA,8571/3,Adenocarcinoma w cartilag. & oss. metaplas.,,,,,
SCROTUM,857,ADENOCA. WITH METAPLASIA,8572/3,Adenocarcinoma with spindle cell mataplasia,,,,,
SCROTUM,857,ADENOCA. WITH METAPLASIA,8573/3,Adenocarcinoma with apocrine metaplasia,,,,,
SCROTUM,857,ADENOCA. WITH METAPLASIA,8574/3,Adenocarcinoma with neuroendocrine differen.,,,,,
SCROTUM,857,ADENOCA. WITH METAPLASIA,8575/3,"Metaplastic carcinoma, NOS",,,,,
SCROTUM,872,NEVI & MELANOMAS,8720/2,Melanoma in situ,,,,,
SCROTUM,872,NEVI & MELANOMAS,8720/3,"Malignant melanoma, NOS",,,,,
SCROTUM,872,NEVI & MELANOMAS,8721/3,Nodular melanoma,,,,,
SCROTUM,872,NEVI & MELANOMAS,8722/3,Balloon cell melanoma,,,,,
SCROTUM,872,NEVI & MELANOMAS,8723/3,"Malignant melanoma, regressing",,,,,
SCROTUM,873,AMELANOTIC MELANOMA,8730/3,Amelanotic melanoma,,,,,
SCROTUM,874,MAL. MEL. IN JUNCT. NEVUS,8740/3,Mal. melanoma in junctional nevus,,,,,
SCROTUM,874,MAL. MEL. IN JUNCT. NEVUS,8741/2,"Precancerous melanosis, NOS",,,,,
SCROTUM,874,MAL. MEL. IN JUNCT. NEVUS,8741/3,Mal. melanoma in precan. melanosis,,,,,
SCROTUM,874,MAL. MEL. IN JUNCT. NEVUS,8742/2,Lentigo maligna,,,,,
SCROTUM,874,MAL. MEL. IN JUNCT. NEVUS,8742/3,Lentigo maligna melanoma,,,,,
SCROTUM,874,MAL. MEL. IN JUNCT. NEVUS,8743/3,Superficial spreading melanoma,,,,,
SCROTUM,874,MAL. MEL. IN JUNCT. NEVUS,8745/3,"Desmoplastic melanoma, malignant",,,,,
SCROTUM,874,MAL. MEL. IN JUNCT. NEVUS,8746/3,Mucosal lentiginous melanoma,,,,,
SCROTUM,876,MAL. MELAN. IN GIANT PIGMT. NEVUS,8761/3,Mal. melanoma in giant pigmented nevus,,,,,
SCROTUM,877,EPITHELIOID CELL MELANOMA,8770/3,Mixed epithel. & spindle cell melanoma,,,,,
SCROTUM,877,EPITHELIOID CELL MELANOMA,8771/3,Epithelioid cell melanoma,,,,,
SCROTUM,877,EPITHELIOID CELL MELANOMA,8772/3,"Spindle cell melanoma, NOS",,,,,
SCROTUM,878,"BLUE NEVUS, MALIGNANT",8780/3,"Blue nevus, malignant",,,,,
SCROTUM,880,"SARCOMA, NOS",8800/3,"Sarcoma, NOS",,,,,
SCROTUM,880,"SARCOMA, NOS",8801/3,Spindle cell sarcoma,,,,,
SCROTUM,880,"SARCOMA, NOS",8802/3,Giant cell sarcoma,,,,,
SCROTUM,880,"SARCOMA, NOS",8803/3,Small cell sarcoma,,,,,
SCROTUM,880,"SARCOMA, NOS",8804/3,Epithelioid sarcoma,,,,,
SCROTUM,880,"SARCOMA, NOS",8805/3,Undifferentiated sarcoma,,,,,
SCROTUM,880,"SARCOMA, NOS",8806/3,Desmoplastic small round cell tumor,,,,,
SCROTUM,881,FIBROMATOUS NEOPLASMS,8810/3,"Fibrosarcoma, NOS",,,,,
SCROTUM,881,FIBROMATOUS NEOPLASMS,8811/3,Fibromyxosarcoma,,,,,
SCROTUM,881,FIBROMATOUS NEOPLASMS,8813/3,Fascial fibrosarcoma,,,,,
SCROTUM,881,FIBROMATOUS NEOPLASMS,8814/3,Infantile fibrosarcoma,,,,,
SCROTUM,881,FIBROMATOUS NEOPLASMS,8815/3,"Solitary fibrous tumor, malignant",,,,,
SCROTUM,882,"SARCOMA, NOS",8825/3,Myofibroblastic sarcoma,,,,,
SCROTUM,883,"FIBROUS HISTIOCYTOMA, MAL.",8830/3,"Fibrous histiocytoma, malignant",,,,,
SCROTUM,885,LIPOSARCOMA NEOPLASMS,8850/3,"Liposarcoma, NOS",,,,,
SCROTUM,885,LIPOSARCOMA NEOPLASMS,8851/3,"Liposarcoma, well differentiated",,,,,
SCROTUM,885,LIPOSARCOMA NEOPLASMS,8852/3,Myxoid liposarcoma,,,,,
SCROTUM,885,LIPOSARCOMA NEOPLASMS,8853/3,Round cell liposarcoma,,,,,
SCROTUM,885,LIPOSARCOMA NEOPLASMS,8854/3,Pleomorphic liposarcoma,,,,,
SCROTUM,885,LIPOSARCOMA NEOPLASMS,8855/3,Mixed type liposarcoma,,,,,
SCROTUM,885,LIPOSARCOMA NEOPLASMS,8857/3,Fibroblastic liposarcoma,,,,,
SCROTUM,885,LIPOSARCOMA NEOPLASMS,8858/3,Dedifferentiated liposarcoma,,,,,
SCROTUM,889,MYOMATOUS NEOPLASMS,8890/3,"Leiomyosarcoma, NOS",,,,,
SCROTUM,889,MYOMATOUS NEOPLASMS,8891/3,Epithelioid leiomyosarcoma,,,,,
SCROTUM,889,MYOMATOUS NEOPLASMS,8894/3,Angiomyosarcoma,,,,,
SCROTUM,889,MYOMATOUS NEOPLASMS,8895/3,Myosarcoma,,,,,
SCROTUM,889,MYOMATOUS NEOPLASMS,8896/3,Myxoid leiomyosarcoma,,,,,
SCROTUM,890,"RHABDOMYOSARCOMA, NOS",8900/3,"Rhabdomyosarcoma, NOS",,,,,
SCROTUM,890,"RHABDOMYOSARCOMA, NOS",8901/3,"Pleomorphic rhabdomyosarcoma, adult type",,,,,
SCROTUM,890,"RHABDOMYOSARCOMA, NOS",8902/3,Mixed type rhabdomyosarcoma,,,,,
SCROTUM,891,EMBRYONAL RHABDOMYOSARCOMA,8910/3,Embryonal rhabdomyosarcoma,,,,,
SCROTUM,891,EMBRYONAL RHABDOMYOSARCOMA,8912/3,Spindle cell rhabdomyosarcoma,,,,,
SCROTUM,892,ALVEOLAR RHABDOMYOSARCOMA,8920/3,Alveolar rhabdomyosarcoma,,,,,
SCROTUM,892,ALVEOLAR RHABDOMYOSARCOMA,8921/3,Rhabdomyosarcoma with ganglionic differentiation,,,,,
SCROTUM,895,MULLERIAN MIXED TUMOR,8950/3,Mullerian mixed tumor,,,,,
SCROTUM,895,MULLERIAN MIXED TUMOR,8951/3,Mesodermal mixed tumor,,,,,
SCROTUM,898,"CARCINOSARCOMA, NOS",8980/3,"Carcinosarcoma, NOS",,,,,
SCROTUM,898,"CARCINOSARCOMA, NOS",8981/3,"Carcinosarcoma, embryonal type",,,,,
SCROTUM,898,"CARCINOSARCOMA, NOS",8982/3,Malignant myoepithelioma,,,,,
SCROTUM,899,"MESENCHYMOMA, MALIGNANT",8990/3,"Mesenchymoma, malignant",,,,,
SCROTUM,899,"MESENCHYMOMA, MALIGNANT",8991/3,Embryonal sarcoma,,,,,
SCROTUM,914,KAPOSI SARCOMA,9140/3,Kaposi sarcoma,,,,,
SCROTUM,959,"MALIGNANT LYMPHOMA, NOS",9597/3,Primary Cutaneous follicle centre lymphoma,,,,,
SCROTUM,969,"FOLLIC. & MARGINAL LYMPH, NOS",9699/3,"Marginal zone B-cell lymphoma, NOS",,,,,
SCROTUM,970,T-CELL LYMPHOMAS,9700/3,Mycosis fungoides,,,,,
SCROTUM,970,T-CELL LYMPHOMAS,9701/3,Sezary syndrome,,,,,
SCROTUM,970,T-CELL LYMPHOMAS,9708/3,Subcutaneous panniculitis-like T-cell lymphoma,,,,,
SCROTUM,970,T-CELL LYMPHOMAS,9709/3,"Cutaneous T-cell lymphoma, NOS",,,,,
SCROTUM,971,OTHER SPEC. NON-HODGKIN LYMPHOMA,9718/3,Primary cutan. CD30+ T-cell lymphoprolif. disorder,,,,,
SCROTUM,972,PRECURS. CELL LYMPHOBLASTIC LYMPH.,9725/3,Hydroa vacciniforme-like lymphoma,,,,,
SCROTUM,972,PRECURS. CELL LYMPHOBLASTIC LYMPH.,9726/3,Primary Cutaneous gamma-delta T-cell lymphoma,,,,,
SCROTUM,982,"LYMPHOID LEUKEMIA, NOS",9823/3,Chronic lymphocytic leukemia/small lymphocytic lymphoma,,,,,
KIDNEY,800,NEOPLASM,8000/3,"Neoplasm, malignant",,,,,
KIDNEY,800,NEOPLASM,8001/3,"Tumor cells, malignant",,,,,
KIDNEY,800,NEOPLASM,8002/3,"Malignant tumor, small cell type",,,,,
KIDNEY,800,NEOPLASM,8003/3,"Malignant tumor, giant cell type",,,,,
KIDNEY,800,NEOPLASM,8004/3,"Malignant tumor, spindle cell type",,,,,
KIDNEY,800,NEOPLASM,8005/3,"Malignant tumor, clear cell type",,,,,
KIDNEY,801,"CARCINOMA, NOS",8010/2,"Carcinoma in situ, NOS",,,,,
KIDNEY,801,"CARCINOMA, NOS",8010/3,"Carcinoma, NOS",,,,,
KIDNEY,801,"CARCINOMA, NOS",8011/3,"Epithelioma, malignant",,,,,
KIDNEY,801,"CARCINOMA, NOS",8012/3,"Large cell carcinoma, NOS",,,,,
KIDNEY,801,"CARCINOMA, NOS",8013/3,Large cell neuroendocrine carcinoma,,,,,
KIDNEY,801,"CARCINOMA, NOS",8014/3,Large cell carcinoma with rhabdoid phenotype,,,,,
KIDNEY,801,"CARCINOMA, NOS",8015/3,Glassy cell carcinoma,,,,,
KIDNEY,802,"CARCINOMA, UNDIFF., NOS",8020/3,"Carcinoma, undifferentiated type, NOS",,,,,
KIDNEY,802,"CARCINOMA, UNDIFF., NOS",8021/3,"Carcinoma, anaplastic type, NOS",,,,,
KIDNEY,802,"CARCINOMA, UNDIFF., NOS",8022/3,Pleomorphic carcinoma,,,,,
KIDNEY,803,GIANT & SPINDLE CELL CARCINOMA,8030/3,Giant cell and spindle cell carcinoma,,,,,
KIDNEY,803,GIANT & SPINDLE CELL CARCINOMA,8031/3,Giant cell carcinoma,,,,,
KIDNEY,803,GIANT & SPINDLE CELL CARCINOMA,8032/3,Spindle cell carcinoma,,,,,
KIDNEY,803,GIANT & SPINDLE CELL CARCINOMA,8033/3,Pseudosarcomatous carcinoma,,,,,
KIDNEY,803,GIANT & SPINDLE CELL CARCINOMA,8034/3,Polygonal cell carcinoma,,,,,
KIDNEY,803,GIANT & SPINDLE CELL CARCINOMA,8035/3,Carcinoma with osteoclast-like giant cells,,,,,
KIDNEY,804,"SMALL CELL CARCINOMA, NOS",8041/3,"Small cell carcinoma, NOS",,,,,
KIDNEY,804,"SMALL CELL CARCINOMA, NOS",8043/3,"Small cell carcinoma, fusiform cell",,,,,
KIDNEY,805,"PAPILLARY CARCINOMA, NOS",8050/2,Papillary carcinoma in situ,,,,,
KIDNEY,805,"PAPILLARY CARCINOMA, NOS",8050/3,"Papillary carcinoma, NOS",,,,,
KIDNEY,805,"PAPILLARY CARCINOMA, NOS",8051/3,"Verrucous carcinoma, NOS",,,,,
KIDNEY,805,"PAPILLARY CARCINOMA, NOS",8052/2,"Papillary squamous cell carcinoma, non-invasive",,,,,
KIDNEY,805,"PAPILLARY CARCINOMA, NOS",8052/3,Papillary squamous cell carcinoma,,,,,
KIDNEY,807,"SQUAMOUS CELL CARCINOMA, NOS",8070/2,"Squamous cell carcinoma in situ, NOS",,,,,
KIDNEY,807,"SQUAMOUS CELL CARCINOMA, NOS",8070/3,"Squamous cell carcinoma, NOS",,,,,
KIDNEY,807,"SQUAMOUS CELL CARCINOMA, NOS",8071/3,"Sq. cell carcinoma, keratinizing, NOS",,,,,
KIDNEY,807,"SQUAMOUS CELL CARCINOMA, NOS",8072/3,"Sq. cell carcinoma, lg. cell, non-ker.",,,,,
KIDNEY,807,"SQUAMOUS CELL CARCINOMA, NOS",8073/3,"Sq. cell carcinoma, sm. cell, non-ker.",,,,,
KIDNEY,807,"SQUAMOUS CELL CARCINOMA, NOS",8074/3,"Sq. cell carcinoma, spindle cell",,,,,
KIDNEY,807,"SQUAMOUS CELL CARCINOMA, NOS",8075/3,"Squamous cell carcinoma, adenoid",,,,,
KIDNEY,807,"SQUAMOUS CELL CARCINOMA, NOS",8076/2,Sq. cell carc. in situ with question. stromal invas.,,,,,
KIDNEY,807,"SQUAMOUS CELL CARCINOMA, NOS",8076/3,"Sq. cell carcinoma, micro-invasive",,,,,
KIDNEY,807,"SQUAMOUS CELL CARCINOMA, NOS",8078/3,Squamous cell carcinoma with horn formation,,,,,
KIDNEY,812,"TRANSITIONAL CELL CARCINOMA, NOS",8120/2,Transitional cell carcinoma in situ,,,,,
KIDNEY,812,"TRANSITIONAL CELL CARCINOMA, NOS",8120/3,"Transitional cell carcinoma, NOS",,,,,
KIDNEY,812,"TRANSITIONAL CELL CARCINOMA, NOS",8121/3,Schneiderian carcinoma,,,,,
KIDNEY,812,"TRANSITIONAL CELL CARCINOMA, NOS",8122/3,"Trans. cell carcinoma, spindle cell",,,,,
KIDNEY,812,"TRANSITIONAL CELL CARCINOMA, NOS",8123/3,Basaloid carcinoma,,,,,
KIDNEY,812,"TRANSITIONAL CELL CARCINOMA, NOS",8124/3,Cloacogenic carcinoma,,,,,
KIDNEY,813,PAPILLARY TRANS. CELL CARCINOMA,8130/2,"Papillary trans. cell carcinoma, non-invasive",,,,,
KIDNEY,813,PAPILLARY TRANS. CELL CARCINOMA,8130/3,Papillary trans. cell carcinoma,,,,,
KIDNEY,813,PAPILLARY TRANS. CELL CARCINOMA,8131/3,"Transitional cell carcinoma, micropapillary",,,,,
KIDNEY,814,"ADENOCARCINOMA, NOS",8140/2,Adenocarcinoma in situ,,,,,
KIDNEY,814,"ADENOCARCINOMA, NOS",8140/3,"Adenocarcinoma, NOS",,,,,
KIDNEY,814,"ADENOCARCINOMA, NOS",8141/3,Scirrhous adenocarcinoma,,,,,
KIDNEY,814,"ADENOCARCINOMA, NOS",8143/3,Superficial spreading adenocarcinoma,,,,,
KIDNEY,814,"ADENOCARCINOMA, NOS",8147/3,Basal cell adenocarcinoma,,,,,
KIDNEY,819,TRABECULAR ADENOCARCINOMA,8190/3,Trabecular adenocarcinoma,,,,,
KIDNEY,821,ADENOCA. IN ADENOMA. POLYP,8211/3,Tubular adenocarcinoma,,,,,
KIDNEY,823,"SOLID CARCINOMA, NOS",8230/2,"Duct carcinoma in situ, solid type",,,,,
KIDNEY,823,"SOLID CARCINOMA, NOS",8230/3,"Solid carcinoma, NOS",,,,,
KIDNEY,823,"SOLID CARCINOMA, NOS",8231/3,Carcinoma simplex,,,,,
KIDNEY,824,"CARCINOID TUMOR, MALIGNANT",8240/3,"Carcinoid tumor, malignant",,,,,
KIDNEY,825,BRONCHIOLO-ALVEOLAR ADENOCA.,8255/3,Adenocarcinoma with mixed subtypes,,,,,
KIDNEY,826,"PAPILLARY ADENOCARCINOMA, NOS",8260/3,"Papillary adenocarcinoma, NOS",,,,,
KIDNEY,826,"PAPILLARY ADENOCARCINOMA, NOS",8261/2,Adenocarcinoma in situ in villous adenoma,,,,,
KIDNEY,831,"CLEAR CELL ADENOCARCINOMA, NOS",8310/3,"Clear cell adenocarcinoma, NOS",,,,,
KIDNEY,831,"CLEAR CELL ADENOCARCINOMA, NOS",8311/3,Hereditary leiomyomatosis and RCC-associated renal cell carcinoma,,,,,
KIDNEY,831,"CLEAR CELL ADENOCARCINOMA, NOS",8312/3,Renal cell carcinoma,,,,,
KIDNEY,831,"CLEAR CELL ADENOCARCINOMA, NOS",8316/3,Cyst-associated renal cell carcinoma,,,,,
KIDNEY,831,"CLEAR CELL ADENOCARCINOMA, NOS",8317/3,"Renal cell carcinoma, chromophobe type",,,,,
KIDNEY,831,"CLEAR CELL ADENOCARCINOMA, NOS",8318/3,"Renal cell carcinoma, sarcomatoid",,,,,
KIDNEY,831,"CLEAR CELL ADENOCARCINOMA, NOS",8319/3,Collecting duct carcinoma,,,,,
KIDNEY,832,GRANULAR CELL CARCINOMA,8320/3,Granular cell carcinoma,,,,,
KIDNEY,832,GRANULAR CELL CARCINOMA,8323/3,Mixed cell adenocarcinoma,,,,,
KIDNEY,844,"CYSTADENOCARCINOMA, NOS",8440/3,"Cystadenocarcinoma, NOS",,,,,
KIDNEY,848,MUCINOUS ADENOCARCINOMA,8480/3,Mucinous adenocarcinoma,,,,,
KIDNEY,848,MUCINOUS ADENOCARCINOMA,8481/3,Mucin-producing adenocarcinoma,,,,,
KIDNEY,856,ADENOSQUAMOUS CARCINOMA,8560/3,Adenosquamous carcinoma,,,,,
KIDNEY,856,ADENOSQUAMOUS CARCINOMA,8562/3,Epithelial-myoepithelial carcinoma,,,,,
KIDNEY,880,"SARCOMA, NOS",8800/3,"Sarcoma, NOS",,,,,
KIDNEY,880,"SARCOMA, NOS",8801/3,Spindle cell sarcoma,,,,,
KIDNEY,880,"SARCOMA, NOS",8802/3,Giant cell sarcoma,,,,,
KIDNEY,880,"SARCOMA, NOS",8803/3,Small cell sarcoma,,,,,
KIDNEY,880,"SARCOMA, NOS",8804/3,Epithelioid sarcoma,,,,,
KIDNEY,880,"SARCOMA, NOS",8805/3,Undifferentiated sarcoma,,,,,
KIDNEY,880,"SARCOMA, NOS",8806/3,Desmoplastic small round cell tumor,,,,,
KIDNEY,881,FIBROMATOUS NEOPLASMS,8810/3,"Fibrosarcoma, NOS",,,,,
KIDNEY,881,FIBROMATOUS NEOPLASMS,8811/3,Fibromyxosarcoma,,,,,
KIDNEY,881,FIBROMATOUS NEOPLASMS,8813/3,Fascial fibrosarcoma,,,,,
KIDNEY,881,FIBROMATOUS NEOPLASMS,8814/3,Infantile fibrosarcoma,,,,,
KIDNEY,881,FIBROMATOUS NEOPLASMS,8815/3,"Solitary fibrous tumor, malignant",,,,,
KIDNEY,882,"SARCOMA, NOS",8825/3,Myofibroblastic sarcoma,,,,,
KIDNEY,883,"FIBROUS HISTIOCYTOMA, MAL.",8830/3,"Fibrous histiocytoma, malignant",,,,,
KIDNEY,885,LIPOSARCOMA NEOPLASMS,8850/3,"Liposarcoma, NOS",,,,,
KIDNEY,885,LIPOSARCOMA NEOPLASMS,8851/3,"Liposarcoma, well differentiated",,,,,
KIDNEY,885,LIPOSARCOMA NEOPLASMS,8852/3,Myxoid liposarcoma,,,,,
KIDNEY,885,LIPOSARCOMA NEOPLASMS,8853/3,Round cell liposarcoma,,,,,
KIDNEY,885,LIPOSARCOMA NEOPLASMS,8854/3,Pleomorphic liposarcoma,,,,,
KIDNEY,885,LIPOSARCOMA NEOPLASMS,8855/3,Mixed type liposarcoma,,,,,
KIDNEY,885,LIPOSARCOMA NEOPLASMS,8857/3,Fibroblastic liposarcoma,,,,,
KIDNEY,885,LIPOSARCOMA NEOPLASMS,8858/3,Dedifferentiated liposarcoma,,,,,
KIDNEY,889,MYOMATOUS NEOPLASMS,8890/3,"Leiomyosarcoma, NOS",,,,,
KIDNEY,889,MYOMATOUS NEOPLASMS,8891/3,Epithelioid leiomyosarcoma,,,,,
KIDNEY,889,MYOMATOUS NEOPLASMS,8894/3,Angiomyosarcoma,,,,,
KIDNEY,889,MYOMATOUS NEOPLASMS,8895/3,Myosarcoma,,,,,
KIDNEY,889,MYOMATOUS NEOPLASMS,8896/3,Myxoid leiomyosarcoma,,,,,
KIDNEY,890,"RHABDOMYOSARCOMA, NOS",8900/3,"Rhabdomyosarcoma, NOS",,,,,
KIDNEY,890,"RHABDOMYOSARCOMA, NOS",8901/3,"Pleomorphic rhabdomyosarcoma, adult type",,,,,
KIDNEY,890,"RHABDOMYOSARCOMA, NOS",8902/3,Mixed type rhabdomyosarcoma,,,,,
KIDNEY,891,EMBRYONAL RHABDOMYOSARCOMA,8910/3,Embryonal rhabdomyosarcoma,,,,,
KIDNEY,891,EMBRYONAL RHABDOMYOSARCOMA,8912/3,Spindle cell rhabdomyosarcoma,,,,,
KIDNEY,895,MULLERIAN MIXED TUMOR,8950/3,Mullerian mixed tumor,,,,,
KIDNEY,895,MULLERIAN MIXED TUMOR,8951/3,Mesodermal mixed tumor,,,,,
KIDNEY,895,MULLERIAN MIXED TUMOR,8959/3,Malignant cystic nephroma,,,,,
KIDNEY,896,CLEAR CELL SARC/NEPHROBLASTOMA,8960/3,"Nephroblastoma, NOS",,,,,
KIDNEY,896,CLEAR CELL SARC/NEPHROBLASTOMA,8963/3,Malignant rhabdoid tumor,,,,,
